iter	RMSE
255	0.07350142909
256	0.07334582627
257	0.07320538304
258	0.07303507571
259	0.07288144152
260	0.07276815418
261	0.07256803076
262	0.07241566277
263	0.07224206584
264	0.07215443975
265	0.07201796273
266	0.07186942596
267	0.07168614582
268	0.07156363114
269	0.07141341934
270	0.07123436932
271	0.07113989559
272	0.07096624906
273	0.07082896113
274	0.07072832331
275	0.07058513117
276	0.07046986562
277	0.07033654915
278	0.07022913146
279	0.07010988819
280	0.06991226694
281	0.06977930868
282	0.06969419693
283	0.06957077195
284	0.0694172923
285	0.06933734569
286	0.06925040009
287	0.06905233462
288	0.06892708699
289	0.06884768084
290	0.06874169715
291	0.0685934495
292	0.06850561423
293	0.06839958768
294	0.06826416169
295	0.06812184432
296	0.06796869069
297	0.06779805328
298	0.0677161257
299	0.06761610704
300	0.06753299851
301	0.06737980454
302	0.06725736319
303	0.06711261979
304	0.0670572643
305	0.06692211932
306	0.06677086502
307	0.06668412757
308	0.06656356003
309	0.06646154178
310	0.06635054058
311	0.06625209001
312	0.06616492767
313	0.06598633716
314	0.06587579316
315	0.06574840955
316	0.06558783098
317	0.06543536503
318	0.06532394934
319	0.06519675835
320	0.06508624989
321	0.06498894684
322	0.06484708294
323	0.06477548655
324	0.0646891245
325	0.06458863553
326	0.06444836937
327	0.06437765406
328	0.06426364797
329	0.06413950978
330	0.06405837402
331	0.06392933582
332	0.06377716237
333	0.06371498743
334	0.06359181096
335	0.06346543369
336	0.06333019809
337	0.06322790168
338	0.06314508722
339	0.06304501051
340	0.06298649398
341	0.06290463806
342	0.06280336614
343	0.06268487146
344	0.06254071918
345	0.06237084763
346	0.06226120083
347	0.06214294497
348	0.06210754867
349	0.06196698846
350	0.061809811
351	0.06166246812
352	0.06157765369
353	0.06145669211
354	0.06128533042
355	0.06119822623
356	0.0611628034
357	0.06102779995
358	0.06095349151
359	0.06086705151
360	0.0608001965
361	0.06069558679
362	0.06054605375
363	0.06041618966
364	0.06034089398
365	0.06022705002
366	0.06011783348
367	0.06001648247
368	0.05993942666
369	0.05988649405
370	0.05979898337
371	0.05974855851
372	0.05965046688
373	0.0595304759
374	0.05940578318
375	0.05930752968
376	0.05925172731
377	0.05915815546
378	0.05901565032
379	0.05898861485
380	0.0589081881
381	0.05881669007
382	0.0586591648
383	0.05860416775
384	0.05847252101
385	0.05837024553
386	0.05826926833
387	0.05814690722
388	0.05810074177
389	0.058005021
390	0.0579285945
391	0.05783537728
392	0.0577348773
393	0.05759296953
394	0.05749243406
395	0.05742339126
396	0.05736807539
397	0.05721874273
398	0.05717635313
399	0.05713061303
400	0.0570537012
401	0.05697643468
402	0.05682686946
403	0.05669199924
404	0.05655845634
405	0.05647919758
406	0.05642681387
407	0.05636416645
408	0.05625264506
409	0.05614766845
410	0.05605033472
411	0.05589186446
412	0.05573553172
413	0.05567311538
414	0.0555491657
415	0.05544422098
416	0.05537021525
417	0.05528728864
418	0.05518306247
419	0.05511250869
420	0.05508443086
421	0.05504163113
422	0.05495120913
423	0.05485455746
424	0.05482895616
425	0.05478478719
426	0.0546747253
427	0.05456921158
428	0.05452657302
429	0.05443429835
430	0.05434135299
431	0.05425307657
432	0.05414383878
433	0.05405758902
434	0.05395427753
435	0.05394325016
436	0.05387927308
437	0.05380478275
438	0.05376170592
439	0.05364965228
440	0.05351155924
441	0.0534710266
442	0.05340965763
443	0.05335636568
444	0.05331109918
445	0.05325300836
446	0.05315850132
447	0.05309377507
448	0.05303738875
449	0.05297838033
450	0.05295624673
451	0.05283834286
452	0.05272869145
453	0.05262019846
454	0.05250397039
455	0.0524551123
456	0.05242653744
457	0.05238805558
458	0.05235727684
459	0.05223708241
460	0.05222979241
461	0.05213114329
462	0.05208175055
463	0.05203621183
464	0.05191988203
465	0.05190970572
466	0.05182998863
467	0.0518224836
468	0.05180417511
469	0.0517252324
470	0.05165279593
471	0.05156192746
472	0.05150010827
473	0.05139882142
474	0.05134115025
475	0.05123383916
476	0.05117425671
477	0.05108520879
478	0.05100620202
479	0.05093248845
480	0.05086009825
481	0.0507922236
482	0.05074237075
483	0.05072475965
484	0.050719092
485	0.05061565311
486	0.05053948532
487	0.05046516341
488	0.05036067785
489	0.05030740056
490	0.05029402008
491	0.05025042573
492	0.0502043779
493	0.05011745338
494	0.05003300398
495	0.04994203227
496	0.04986075676
497	0.0498381427
498	0.04975809627
499	0.04968977316
500	0.04966812016
501	0.04960745348
502	0.04954365224
503	0.04944828118
504	0.04935885462
505	0.04930421276
506	0.04920211322
507	0.04914340161
508	0.04907605207
509	0.04901132524
510	0.04892944116
511	0.04887260547
512	0.04884915224
513	0.04879193046
514	0.04867910802
515	0.04866287048
516	0.04865765335
517	0.04859113828
518	0.0485124725
519	0.04841771861
520	0.04832936163
521	0.04827557243
522	0.0481987861
523	0.04812628948
524	0.04800695593
525	0.04800249002
526	0.04797670171
527	0.04789093959
528	0.04779104533
529	0.04775831371
530	0.04768967302
531	0.04762895907
532	0.04755103073
533	0.04745374793
534	0.0474056294
535	0.04733926046
536	0.0472628372
537	0.04716701677
538	0.04712112159
539	0.04705760538
540	0.04703792273
541	0.04700411615
542	0.04698712646
543	0.04693756222
544	0.04689172172
545	0.04680812924
546	0.04676198067
547	0.04670722037
548	0.04662462197
549	0.04650195046
550	0.04642806157
551	0.04632741057
552	0.04621616003
553	0.04613494267
554	0.04604635454
555	0.04600728538
556	0.04595611584
557	0.04585360413
558	0.04581637436
559	0.04574479926
560	0.04564955992
561	0.04562463983
562	0.04553810155
563	0.04549086088
564	0.04540185909
565	0.04537625289
566	0.04533450226
567	0.04527256983
568	0.04519292926
569	0.04514807719
570	0.04507997141
571	0.04501721295
572	0.04492916586
573	0.04487474322
574	0.0448058715
575	0.04475133256
576	0.04468110049
577	0.04467679517
578	0.04459570605
579	0.04452212843
580	0.0444676986
581	0.04437262238
582	0.0443679991
583	0.04424462373
584	0.04415882904
585	0.04413875165
586	0.04405859224
587	0.04397303498
588	0.04388253121
589	0.04384202149
590	0.04383757111
591	0.04374615143
592	0.04367879582
593	0.04364096979
594	0.04355022449
595	0.04346998982
596	0.04339782288
597	0.04329397501
598	0.04323221007
599	0.04318460011
600	0.04309836903
601	0.04303554659
602	0.04303120185
603	0.04299409941
604	0.04292759617
605	0.04286714779
606	0.04281625248
607	0.04271838299
608	0.04266064524
609	0.04264343119
610	0.04258973902
611	0.04250883396
612	0.04245428339
613	0.04237596171
614	0.04231869614
615	0.04230167632
616	0.04220229027
617	0.04215600694
618	0.04210438112
619	0.04206509099
620	0.0420379656
621	0.0419600964
622	0.04188479324
623	0.04178493766
624	0.04169903462
625	0.04163479797
626	0.04159711279
627	0.04153596411
628	0.0415117913
629	0.04147690257
630	0.04141245068
631	0.0413177195
632	0.04127346224
633	0.04118726576
634	0.04111316614
635	0.04107961583
636	0.041075312
637	0.04104157762
638	0.0409882487
639	0.0409210012
640	0.04086165168
641	0.04083236086
642	0.04077153955
643	0.04070179184
644	0.04067301748
645	0.04064144186
646	0.04058959842
647	0.04050011146
648	0.04044187878
649	0.04035629828
650	0.04031586734
651	0.04024980765
652	0.04024559721
653	0.04019876406
654	0.04014184723
655	0.04007014263
656	0.04005260797
657	0.03999065612
658	0.03998474381
659	0.0399808686
660	0.03996605236
661	0.03990670179
662	0.03983689493
663	0.03975829607
664	0.039739571
665	0.03965809551
666	0.03962997774
667	0.03957404388
668	0.03953354965
669	0.03947056992
670	0.03942879387
671	0.03938474481
672	0.03929341911
673	0.03928963271
674	0.03928570779
675	0.03928211276
676	0.03922216544
677	0.03918539627
678	0.03909727927
679	0.03902536566
680	0.03902184406
681	0.03896398647
682	0.03891306463
683	0.03887972421
684	0.03881776899
685	0.03876869441
686	0.03871876349
687	0.03866365611
688	0.03863576004
689	0.03856722603
690	0.03851657535
691	0.03844374853
692	0.03838179681
693	0.03832283625
694	0.03831058042
695	0.03825655904
696	0.03825185206
697	0.03817795323
698	0.03817459931
699	0.03809046489
700	0.03805927932
701	0.03800446867
702	0.03794357294
703	0.03794035738
704	0.03785933272
705	0.03777839438
706	0.03775083249
707	0.03767061336
7709	0.037671402870710	0.037615569710711	0.037532861711712	0.037498539712713	0.037468387713714	0.037423353714715	0.03737040432
716	0.03729934227
717	0.03725867903
718	0.03719836227
719	0.03716074601
720	0.03710032987
721	0.03703742384
722	0.03699327074
723	0.03694236349
724	0.03691513538
725	0.03685942957
726	0.03680679917
727	0.03680422367
728	0.036779728	0.729	0.036728729	0.730	0.036718730	0.731	0.036677731	0.732	0.036623732	0.733	0.036556733	0.734	0.036519734	0.03640360864
735	0.03637796313
736	0.03632413364
737	0.0362605052
738	0.03622412799
739	0.03615684172
740	0.03608485472
741	0.03603798358
742	0.03594804853
743	0.0358793244
744	0.03578706337
745	0.03575427793
746	0.03569839933
747	0.03566473849
748	0.03563458221
749	0.03559540693
750	0.0355689324
751	0.03550553478
752	0.03547231163
753	0.03540759812
754	0.03532059533
755	0.03525597312
756	0.03522819716
757	0.03518193428
758	0.0351582048
759	0.03512567779
760	0.03512231228
761	0.0350546273
762	0.03500649882
763	0.03496008237
764	0.03492551915
765	0.03487578077
766	0.03485014007
767	0.03480418836
768	0.03477110333
769	0.03473379213
770	0.03472074248
771	0.03469903023
772	0.03463869192
773	0.03462557828
774	0.03459292617
775	0.0345724104
776	0.03453411955
777	0.03445277196
778	0.03440102809
779	0.03432269108
780	0.03427359218
781	0.03423448023
782	0.03420328971
783	0.03411070447
784	0.03405351259
785	0.03399900786
786	0.03396918359
787	0.03395199445
788	0.03389201819
789	0.03382692731
790	0.03376038315
791	0.03371755564
792	0.03363721871
793	0.03360527678
794	0.03355220786
795	0.03352383866
796	0.03352137482
797	0.03349952774
798	0.03345516552
799	0.0334399258
800	0.03341378666
801	0.03339716746
802	0.0333490248
803	0.03330641862
804	0.03324179533
805	0.0331777221
806	0.03312742384
807	0.03309896022
808	0.03308055967
809	0.03303241206
810	0.03301266883
811	0.0329956489
812	0.03297323399
813	0.03292698672
814	0.03288331002
815	0.03282196849
816	0.03280136505
817	0.03273783606
818	0.03271235951
819	0.03265876208
820	0.03262612395
821	0.03257277727
822	0.03251639683
823	0.03248466722
824	0.03243534831
825	0.03237374385
826	0.03234226763
827	0.03226604251
828	0.03221119009
829	0.03217108866
830	0.03214847315
831	0.03211898773
832	0.03208419283
833	0.03205256515
834	0.03201330381
835	0.03198134665
836	0.03193520271
837	0.03190829805
838	0.03188446538
839	0.03183533712
840	0.03183297454
841	0.03175605237
842	0.03170390408
843	0.03165640207
844	0.03162148406
845	0.03158841515
846	0.03155779884
847	0.03148652385
848	0.03143241824
849	0.03140648643
850	0.03134210261
851	0.03127991935
852	0.03127760087
853	0.03126551425
854	0.03121659951
855	0.03120344335
856	0.03118438872
857	0.03114375639
858	0.03109955702
859	0.03106875886
860	0.03103130286
861	0.03097336387
862	0.03095040492
863	0.030890175
864	0.03085319375
865	0.03081007694
866	0.0307570443
867	0.03072170573
868	0.03869	0.030869	0.03064512335
870	0.03059558242
871	0.03057188049
872	0.03051643622
873	0.030874	0.030874	0.03043162321
875	0.030876	0.030876	0.03034251906
877	0.030878	0.03878	0.0302879	0.03879	0.0302880	0.02880	0.030181217
881	0.030138882	0.882	0.030104883	0.883	0.030059884	0.884	0.030006885	0.885	0.029947886	0.886	0.029915887	0.887	0.02987888	0.0888	0.02979889	0.0889	0.02976890	0.0890	0.02974891	0.0891	0.02973892	0.0892	0.02970893	0.0893	0.02964894	0.0894	0.02960895	0.0895	0.02957896	0.0896	0.0295897	0.02897	0.0295898	0.02898	0.0294899	0.0899	0.02944900	0.900	0.029404901	0.02909222993
902	0.02905840384
903	0.02899942319
904	0.02894361229
905	0.02892327654
906	0.02888513136
907	0.02885233585
908	0.02883329011
909	0.02881879576
910	0.02876099981
911	0.02872022662
912	0.02869391317
913	0.0286745847
914	0.02861037769
915	0.02856559287
916	0.02856363134
917	0.02854016326
918	0.02851480225
919	0.02847680832
920	0.02845703533
921	0.02840158009
922	0.02835598765
923	0.02831410955
924	0.02829258468
925	0.02826127033
926	0.02822821485
927	0.02819223843
928	0.02815527381
929	0.02805672339
930	0.02801746449
931	0.0279860725
932	0.02795702092
933	0.02789821307
934	934	0.02820477935	935	0.0281419936	0936	0.0281227937	937	0.02807329938	938	0.02804625939	939	0.0280013940	0940	0.02797942668
941	0.02794733716
942	0.02790917359
943	0.0279070958
944	0.027862342
945	0.02780082756
946	0.02778596014
947	0.02774587364
948	0.02769523597
949	0.02766938379
950	0.02763641194
951	0.02759904784
952	0.0275962947
953	0.02757991919
954	0.02753248496
955	0.02749823351
956	0.02745650333
957	0.02740453464
958	0.02736995178
959	0.02733701997
960	0.02730216692
961	0.02725394163
962	0.02722063672
963	0.02719665152
964	0.02714685026
965	0.0271265141
966	0.02708928195
967	0.02706587945
968	0.02704710983
969	0.02702831876
970	0.0269943492
971	0.02698530136
972	0.02697205804
973	0.02694405807
974	0.02692572018
975	0.02688465081
976	0.02686750785
977	0.02681905368
978	0.02677336262
979	0.02673213606
980	0.02672529596
981	0.02668263849
982	0.0266545636
983	0.02662037602
984	0.0265844774
985	0.02656413473
986	0.02652501523
987	0.02646830824
988	0.02646655352
989	0.02643656084
990	0.02638153127
991	0.02636480464
992	0.02633907562
993	0.02631512198
994	0.02625682083
995	0.02622518215
996	0.02620208639
997	0.02614930023
998	0.0261235091
999	0.02609975082
1000	0.02605745777
1001	0.02604402149
1002	0.02600324309
1003	0.02596222238
1004	0.02591664938
1005	0.02589427183
1006	0.02587898719
1007	0.02586970338
1008	0.02583034367
1009	0.02579614118
1010	0.025786810111011	0.0257488310121012	0.02571571013	1013	0.02571411014	0.02499518572
1015	0.02495914207
1016	0.02492960228
1017	0.02490091516
1018	0.0248481868
1019	0.02479612288
1020	0.0247778233
1021	0.02475415951
1022	0.02469483259
1023	0.02467719575
1024	0.02463088357
1025	0.02461641633
1026	0.02458978823
1027	0.02454897024
1028	0.02450330068
1029	0.02447763354
1030	0.02443253584
1031	0.02439072349
1032	0.02434720265
1033	0.024324582
1034	0.02430603436
1035	0.02427466393
1036	0.0242383266
1037	0.02418865641
1038	0.02415508554
1039	0.02411374155
1040	0.02407357326
1041	0.02403124346
1042	0.02399718673
1043	0.02397501756
1044	0.02394213147
1045	0.02390474388
1046	0.0238716447
1047	0.02383960646
1048	0.02381352924
1049	0.02378294678
1050	0.02376578031
1051	0.02373113653
1052	0.02369297248
1053	0.02364522196
1054	0.02362040097
1055	0.02360613972
1056	0.02356549177
1057	0.02356377733
1058	0.02351027241
1059	0.02348314911
1060	0.0234375467
1061	0.02342067764
1062	0.02338384759
1063	0.02333168003
1064	0.02329003534
1065	0.0232547639
1066	0.0232205085
1067	0.0231988956
1068	0.02317313366
1069	0.02315830665
1070	0.02309865545
1071	0.0230733244
1072	0.02302756734
1073	0.02300761818
1074	0.02297318164
1075	0.02297171696
1076	0.02294280003
1077	0.02290852621
1078	0.02288991801
1079	0.02284976832
1080	0.02281679316
1081	0.02279393615
1082	0.02276397839
1083	0.02276224676
1084	0.02274978811
1085	0.02274819727
1086	0.02272352111
1087	0.02269752838
1088	0.02269614541
1089	0.02267581189
1090	0.02265305675
1091	0.02262156627
1092	0.02257838216
1093	0.02255967246
1094	0.02254777911
1095	0.02251347956
1096	0.02248223533
1097	0.02245468722
1098	0.02243638047
1099	0.0224147
1100	0.02238394412
1101	0.02235219647
1102	0.02232161588
1103	0.02229838272
1104	0.02227237171
1105	0.02222960642
1106	0.0222280915
1107	0.02220488253
1108	0.02216855319
1109	0.02213392834
1110	0.0221324644
1111	0.02212256535
1112	0.0221059451
1113	0.02207824051
1114	0.0220555111
1115	0.02202561299
1116	0.0219990285
1117	0.02197168731
1118	0.02195909503
1119	0.02193440211
1120	0.02193300139
1121	0.02189866459
1122	0.02185304196
1123	0.02180377583
1124	0.02178470617
1125	0.02175552348
1126	0.02173312136
1127	0.02170156326
1128	0.02166005942
1129	0.02163692939
1130	0.02162515192
1131	0.02160460658
1132	0.02155561444
1133	0.0215330937
1134	0.02151292876
1135	0.02148096001
1136	0.02146736762
1137	0.02144996592
1138	0.02143465812
1139	0.02142342456
1140	0.02138143733
1141	0.02135513563
1142	0.02132359309
1143	0.02130598318
1144	0.02126773134
1145	0.0212491342
1146	0.02120635203
1147	0.02119440456
1148	0.02115263271
1149	0.02112604192
1150	0.02111191729
1151	0.02108550847
1152	0.02105706688
1153	0.0210374066
1154	0.0210095083
1155	0.02099840252
1156	0.02098472334
1157	0.02097847041
1158	0.02094737992
1159	0.0209313767
1160	0.02089690241
1161	0.02088998422
1162	0.02087984378
1163	0.02083889314
1164	0.02079858979
1165	0.02076538473
1166	0.02073208724
1167	0.02068672824
1168	0.02066244502
1169	0.02064303343
1170	0.02061282323
1171	0.0205950076
1172	0.02059369864
1173	0.02055201105
1174	0.02053716467
1175	0.02052633781
1176	0.02051478718
1177	0.02048728532
1178	0.02045370448
1179	0.02043561726
1180	0.02039558807
1181	0.02039046237
1182	0.02037013726
1183	0.02034618044
1184	0.02033214499
1185	0.02030018368
1186	0.02027588127
1187	0.02024556241
1188	0.02019813783
1189	0.02017896232
1190	0.02016192851
1191	0.02013261536
1192	0.02010446256
1193	0.02008155779
1194	0.02005964206
1195	0.02004160228
1196	0.02001824499
1197	0.01998201326
1198	0.0199505087
1199	0.01994925531
1200	0.01993939411
1201	0.01992809655
1202	0.0199082898
1203	0.01989401955
1204	0.01987800009
1205	0.01986803762
1206	0.01986639405
1207	0.01985000792
1208	0.01984889709
1209	0.01983494888
1210	0.01982696072
1211	0.01980558071
1212	0.01978223018
1213	0.01974977691
1214	0.0197317969
1215	0.01968430772
1216	0.01965403575
1217	0.01962866547
1218	0.0196151644
1219	0.01959676786
1220	0.01956663622
1221	0.0195476614
1222	0.01952719558
1223	0.01951343135
1224	0.01949508364
1225	0.01946595929
1226	0.01942425153
1227	0.01939419563
1228	0.01938349812
1229	0.01935534323
1230	0.01930915244
1231	0.01926474829
1232	0.01922423371
1233	0.01919975972
1234	0.01918831216
1235	0.01916177352
1236	0.01914594226
1237	0.01912340664
1238	0.01908952689
1239	0.01908855279
1240	0.01907043927
1241	0.01906623309
1242	0.01904621808
1243	0.01902071241
1244	0.01899737396
1245	0.01898450413
1246	0.01895475985
1247	0.01892994843
1248	0.01891021463
1249	0.01887368487
1250	0.01885345443
1251	0.01882247067
1252	0.01880647143
1253	0.0187822862
1254	0.01874491648
1255	0.0187098523
1256	0.0186906157
1257	0.0186617894
1258	0.01865453154
1259	0.01863602546
1260	0.01861009942
1261	0.01859911554
1262	0.01858519484
1263	0.01854638756
1264	0.0185453977
1265	0.01851560746
1266	0.01850159209
1267	0.01847457953
1268	0.01844659445
1269	0.01843857018
1270	0.0184155937
1271	0.01838713779
1272	0.0183537208121273	0.0183293780121274	0.0183119022121275	0.0183104361271276	0.0182933841271277	0.018265981121278	0.0182437131271279	0.0182154151271280	0.0181818191281281	0.018143135121282	0.0181060349121283	0.0180997642121284	0.0180811881121285	0.0180419358121286	0.0180209338121287	0.0179914826121288	0.0179719111281289	0.0179421051281290	0.0179090821291291	0.0178941271291292	0.0178642891291293	0.0178541491291294	0.0178229151291295	0.01779767357
1296	0.0177728511291297	0.017757318121298	0.0177225002121299	0.0177216366121300	0.0177112081131301	0.0176841975131302	0.0176684746131303	0.0176525472131304	0.0176442932131305	0.0176153321131306	0.017605822411307	0.0175650761301308	0.0175396501301309	0.0175266413091310	0.01751841310	0.01831486436
1311	0.01829974378
1312	0.01827662715
1313	0.01826192374
1314	0.0182502608
1315	0.01821588995
1316	0.01819707249
1317	0.01819357994
1318	0.01817247375
1319	0.01814998444
1320	0.01811471811
1321	0.01810739022
1322	0.01808520735
1323	0.01804264432
1324	0.0180259508
1325	0.01799371826
1326	0.01797190363
1327	0.01794959829
1328	0.01793152087
1329	0.01791050249
1330	0.01790498846
1331	0.01789155336
1332	0.01787646245
1333	0.0178538391
1334	0.01782316694
1335	0.01779963308
1336	0.01778356696
1337	0.01777341934
1338	0.01775228978
1339	0.01773082736
1340	0.01772126673
1341	0.01770164147
1342	0.01768610656
1343	0.01767501084
1344	0.01765755445
1345	0.01763770792
1346	0.01760790604
1347	0.01758674462
1348	0.0175631554
1349	0.01753264668
1350	0.0175135198
1351	0.01750688642
1352	0.0174845564
1353	0.01746200885
1354	0.0174556518
1355	0.01744233601
1356	0.0174261368
1357	0.01741619115
1358	0.01740155305
1359	0.01736738663
1360	0.01733868415
1361	0.01732825896
1362	0.01729539496
1363	0.01728790591
1364	0.01727528142
1365	0.01725469882
1366	0.01725164085
1367	0.01723039953
1368	0.01721407089
1369	0.01720546919
1370	0.01718299841
1371	0.017165686
1372	0.01714681458
1373	0.01712721931
1374	0.01709215634
1375	0.01706681115
1376	0.01703048382
1377	0.01702507614
1378	0.01699424302
1379	0.01698097402
1380	0.01695200767
1381	0.01692997585
1382	0.01692409604
1383	0.01689216889
1384	0.01686145852
1385	0.01684423689
1386	0.0168372273
1387	0.01683323345
1388	0.01680833432
1389	0.0167886712
1390	0.01676917596
1391	0.01675729302
1392	0.01674500941
1393	0.01673682469
1394	0.01671475409
1395	0.01670223726
1396	0.0166710583
1397	0.01664162068
1398	0.01662563451
1399	0.01660844608
1400	0.01659314417
1401	0.0165868396
1402	0.01656873126
1403	0.01654207841
1404	0.01651475715
1405	0.01650263494
1406	0.01649853493
1407	0.01648144291
1408	0.01645784727
1409	0.01643405833
1410	0.01643029351
1411	0.01641707284
1412	0.0163978074
1413	0.01639388822
1414	0.01637539973
1415	0.01634367064
1416	0.01632880724
1417	0.01631613071
1418	0.01631194217
1419	0.01628685625
1420	0.01626980758
1421	0.01625515398
1422	0.01624467115
1423	0.01623478087
1424	0.01622232219
1425	0.01620855582
1426	0.01618349882
1427	0.01616646087
1428	0.01614385046
1429	0.01613547567
1430	0.01610256306
1431	0.0160831941
1432	0.01606183042
1433	0.01604466415
1434	0.01603081979
1435	0.01601202608
1436	0.01599258574
1437	0.01598558841
1438	0.01596454913
1439	0.01595060392
1440	0.01593300655
1441	0.01591928257
1442	0.01590543941
1443	0.01587406745
1444	0.01586776893
1445	0.01585702912
1446	0.0158328633
1447	0.01582092916
1448	0.01580279201
1449	0.01577676929
1450	0.0157458119
1451	0.01574025389
1452	0.01572244153
1453	0.01570769752
1454	0.01569512548
1455	0.0156754628
1456	0.0156700455
1457	0.01565289251
1458	0.01563581542
1459	0.0156291287
1460	0.01561635951
1461	0.01559874445
1462	0.01557574977
1463	0.01556388673
1464	0.01554237451
1465	0.01553226513
1466	0.01551079321
1467	0.01548070322
1468	0.01546136225
1469	0.01543858145
1470	0.0154231843
1471	0.01540636845
1472	0.0153754433
1473	0.01535194478
1474	0.01534191662
1475	0.01531908269
1476	0.01530503409
1477	0.01528587022
1478	0.01526784936
1479	0.01525581494
1480	0.01524908632
1481	0.0152347616
1482	0.01521646085
1483	0.01520138154
1484	0.01517970827
1485	0.0151638437
1486	0.01513779811
1487	0.0151174768
1488	0.01509333013
1489	0.01507120731
1490	0.01505335933
1491	0.01504774633
1492	0.01503201901
1493	0.01500567282
1494	0.01499591605
1495	0.01498426959
1496	0.01497144617
1497	0.01494938492
1498	0.01493460449
1499	0.01491735901
575014922
